-7.49199E+01	-2.12880E+02	-2.18160E+02	-1.97680E+02	-1.78400E+02	-1.84600E+02	-1.84360E+02	-1.38000E+02	-2.47720E+02	-1.86720E+02	-2.42920E+02	-1.72040E+02	-1.86000E+02	-1.66800E+02	-1.79480E+02	-1.44560E+02	-1.37320E+02	-1.48160E+02	-1.63840E+02	-1.52240E+02	-1.40480E+02	-1.34160E+02
-7.18237E+01	-2.13440E+02	-2.18960E+02	-1.98680E+02	-1.78560E+02	-1.84600E+02	-1.83720E+02	-1.40000E+02	-2.47400E+02	-1.88960E+02	-2.41240E+02	-1.72680E+02	-1.84840E+02	-1.68640E+02	-1.78680E+02	-1.42240E+02	-1.37440E+02	-1.49840E+02	-1.63320E+02	-1.52960E+02	-1.41160E+02	-1.33840E+02
-6.87285E+01	-2.12640E+02	-2.18040E+02	-1.98040E+02	-1.78000E+02	-1.86880E+02	-1.87000E+02	-1.39320E+02	-2.48640E+02	-1.87960E+02	-2.42680E+02	-1.73720E+02	-1.85360E+02	-1.68400E+02	-1.78440E+02	-1.43960E+02	-1.38480E+02	-1.49560E+02	-1.64640E+02	-1.54040E+02	-1.41000E+02	-1.34280E+02
-6.56343E+01	-2.13240E+02	-2.19040E+02	-1.99720E+02	-1.78480E+02	-1.83720E+02	-1.84560E+02	-1.38240E+02	-2.49680E+02	-1.88160E+02	-2.41200E+02	-1.72800E+02	-1.86440E+02	-1.69480E+02	-1.77560E+02	-1.43480E+02	-1.38400E+02	-1.48080E+02	-1.64160E+02	-1.54160E+02	-1.42400E+02	-1.31840E+02
-6.25411E+01	-2.11320E+02	-2.17920E+02	-1.98040E+02	-1.79400E+02	-1.84480E+02	-1.81880E+02	-1.36880E+02	-2.46600E+02	-1.86720E+02	-2.42560E+02	-1.72760E+02	-1.84680E+02	-1.68000E+02	-1.78000E+02	-1.43800E+02	-1.38240E+02	-1.49040E+02	-1.62840E+02	-1.52600E+02	-1.41360E+02	-1.32160E+02
-5.94490E+01	-2.11840E+02	-2.17560E+02	-1.97880E+02	-1.77480E+02	-1.83160E+02	-1.82200E+02	-1.37680E+02	-2.47080E+02	-1.86600E+02	-2.41960E+02	-1.71680E+02	-1.85800E+02	-1.66840E+02	-1.77520E+02	-1.44080E+02	-1.36960E+02	-1.47560E+02	-1.62920E+02	-1.54440E+02	-1.41680E+02	-1.33000E+02
-5.63579E+01	-2.12560E+02	-2.20000E+02	-1.96800E+02	-1.78680E+02	-1.85760E+02	-1.84120E+02	-1.37440E+02	-2.47560E+02	-1.90000E+02	-2.41160E+02	-1.73360E+02	-1.84040E+02	-1.69480E+02	-1.79120E+02	-1.42640E+02	-1.39440E+02	-1.48160E+02	-1.64240E+02	-1.52040E+02	-1.39640E+02	-1.32720E+02
-5.32679E+01	-2.10120E+02	-2.17480E+02	-1.97120E+02	-1.77160E+02	-1.84240E+02	-1.82000E+02	-1.36200E+02	-2.47240E+02	-1.86240E+02	-2.38800E+02	-1.70960E+02	-1.82720E+02	-1.67520E+02	-1.77480E+02	-1.41560E+02	-1.35280E+02	-1.46840E+02	-1.62000E+02	-1.53320E+02	-1.38960E+02	-1.31000E+02
-5.01788E+01	-2.13720E+02	-2.19040E+02	-1.98840E+02	-1.79240E+02	-1.85600E+02	-1.82600E+02	-1.39240E+02	-2.48320E+02	-1.87720E+02	-2.40560E+02	-1.72960E+02	-1.85360E+02	-1.68120E+02	-1.76760E+02	-1.43040E+02	-1.38960E+02	-1.48720E+02	-1.61360E+02	-1.54000E+02	-1.40560E+02	-1.34520E+02
-4.70908E+01	-2.12800E+02	-2.15840E+02	-1.97920E+02	-1.78320E+02	-1.84560E+02	-1.84240E+02	-1.38280E+02	-2.48880E+02	-1.87320E+02	-2.41640E+02	-1.73160E+02	-1.86360E+02	-1.67000E+02	-1.78400E+02	-1.41760E+02	-1.39120E+02	-1.46400E+02	-1.64280E+02	-1.53000E+02	-1.41080E+02	-1.34600E+02
-4.40039E+01	-2.11160E+02	-2.19120E+02	-1.95960E+02	-1.78680E+02	-1.83200E+02	-1.82400E+02	-1.37600E+02	-2.45680E+02	-1.86320E+02	-2.40720E+02	-1.72160E+02	-1.84000E+02	-1.68480E+02	-1.77560E+02	-1.42720E+02	-1.38240E+02	-1.46520E+02	-1.63320E+02	-1.52800E+02	-1.40040E+02	-1.32000E+02
-4.09179E+01	-2.12080E+02	-2.16560E+02	-1.97560E+02	-1.78800E+02	-1.82880E+02	-1.83840E+02	-1.37840E+02	-2.47680E+02	-1.87240E+02	-2.41160E+02	-1.72160E+02	-1.84160E+02	-1.67760E+02	-1.78560E+02	-1.43640E+02	-1.38080E+02	-1.46200E+02	-1.61280E+02	-1.52920E+02	-1.41440E+02	-1.32880E+02
-3.78330E+01	-2.12680E+02	-2.17400E+02	-1.97480E+02	-1.76920E+02	-1.85600E+02	-1.82920E+02	-1.37400E+02	-2.46880E+02	-1.88040E+02	-2.40560E+02	-1.72080E+02	-1.84720E+02	-1.69200E+02	-1.77200E+02	-1.42880E+02	-1.38000E+02	-1.48640E+02	-1.63240E+02	-1.52080E+02	-1.40440E+02	-1.33440E+02
-3.47491E+01	-2.10160E+02	-2.17920E+02	-1.97040E+02	-1.78200E+02	-1.82480E+02	-1.83200E+02	-1.38120E+02	-2.45920E+02	-1.88280E+02	-2.39280E+02	-1.72040E+02	-1.85120E+02	-1.67120E+02	-1.76040E+02	-1.42120E+02	-1.38040E+02	-1.47200E+02	-1.60280E+02	-1.52480E+02	-1.39880E+02	-1.32120E+02
-3.16662E+01	-2.12520E+02	-2.18240E+02	-1.96600E+02	-1.79040E+02	-1.84480E+02	-1.83640E+02	-1.37880E+02	-2.47280E+02	-1.87400E+02	-2.40880E+02	-1.71400E+02	-1.85720E+02	-1.67280E+02	-1.78320E+02	-1.43480E+02	-1.37000E+02	-1.46800E+02	-1.62720E+02	-1.52320E+02	-1.39960E+02	-1.34480E+02
-2.85843E+01	-2.11480E+02	-2.18400E+02	-1.98760E+02	-1.79200E+02	-1.86640E+02	-1.84200E+02	-1.37760E+02	-2.48640E+02	-1.88200E+02	-2.41360E+02	-1.72240E+02	-1.86040E+02	-1.68360E+02	-1.78400E+02	-1.44400E+02	-1.38960E+02	-1.49320E+02	-1.63080E+02	-1.52840E+02	-1.41600E+02	-1.33560E+02
-2.55035E+01	-2.15000E+02	-2.18200E+02	-1.98640E+02	-1.77680E+02	-1.84360E+02	-1.85080E+02	-1.37920E+02	-2.47640E+02	-1.88360E+02	-2.42120E+02	-1.72520E+02	-1.86280E+02	-1.68280E+02	-1.79080E+02	-1.43640E+02	-1.38440E+02	-1.49240E+02	-1.63760E+02	-1.52840E+02	-1.39840E+02	-1.33680E+02
-2.24237E+01	-2.14240E+02	-2.17720E+02	-1.97560E+02	-1.79280E+02	-1.84400E+02	-1.82080E+02	-1.38320E+02	-2.46400E+02	-1.87480E+02	-2.40360E+02	-1.73040E+02	-1.86200E+02	-1.68360E+02	-1.78880E+02	-1.44920E+02	-1.36600E+02	-1.47640E+02	-1.63400E+02	-1.52280E+02	-1.40200E+02	-1.33760E+02
-1.93449E+01	-2.14160E+02	-2.18800E+02	-1.99480E+02	-1.78880E+02	-1.84120E+02	-1.86600E+02	-1.38080E+02	-2.46280E+02	-1.88520E+02	-2.40120E+02	-1.73120E+02	-1.83440E+02	-1.67200E+02	-1.78000E+02	-1.43960E+02	-1.38160E+02	-1.48960E+02	-1.63360E+02	-1.52680E+02	-1.40680E+02	-1.34120E+02
