-7.45924E+01	-7.15532E+01	-8.50000E+01	-6.99344E+01	-8.97252E+01	-9.00000E+01	-8.99529E+01	-7.50000E+01	-8.92234E+01	-2.65000E+02	-3.49891E+02	-1.99457E+02	-1.40000E+02	-1.49969E+02	-1.79600E+02	-3.18197E+01	-2.63156E+01	-2.63756E+01	-2.98386E+01	-3.50000E+01	-3.25818E+01	-3.78300E+01	-4.19406E+01	-4.47927E+01	-4.02747E+01	-3.42180E+01	-3.09274E+01	-4.20000E+01	-4.78042E+01	-5.10000E+01	-3.49673E+01	-3.65583E+01	-3.65562E+01	-4.07432E+01	-3.49796E+01	-2.93123E+01	-6.79769E+01	-4.57855E+01	-4.49620E+01	-4.75313E+01	-6.76522E+01	-5.81526E+01	-6.00000E+01	-2.49430E+02	-2.85000E+02	-2.39824E+02	-2.95000E+02	-2.95000E+02	-1.49450E+02	-7.30000E+01
-7.14979E+01	-7.17031E+01	-8.48177E+01	-7.00000E+01	-8.99240E+01	-8.98954E+01	-9.00000E+01	-7.47894E+01	-8.94344E+01	-2.64951E+02	-3.49955E+02	-1.99684E+02	-1.39906E+02	-1.50000E+02	-1.79652E+02	-3.18998E+01	-2.64523E+01	-2.63574E+01	-2.99470E+01	-3.48064E+01	-3.26495E+01	-3.77034E+01	-4.19863E+01	-4.46754E+01	-4.00579E+01	-3.43816E+01	-3.09307E+01	-4.18336E+01	-4.79054E+01	-5.07659E+01	-3.49578E+01	-3.66218E+01	-3.65938E+01	-4.07988E+01	-3.50000E+01	-2.95212E+01	-6.80000E+01	-4.57501E+01	-4.50000E+01	-4.75641E+01	-6.76400E+01	-5.83728E+01	-5.98661E+01	-2.49636E+02	-2.84713E+02	-2.39792E+02	-2.94787E+02	-2.94877E+02	-1.49459E+02	-7.29690E+01
-6.84044E+01	-7.17885E+01	-8.45872E+01	-6.99386E+01	-9.00000E+01	-8.96744E+01	-8.99293E+01	-7.44857E+01	-8.95946E+01	-2.64756E+02	-3.49884E+02	-1.99725E+02	-1.39800E+02	-1.49883E+02	-1.79751E+02	-3.19509E+01	-2.65099E+01	-2.63171E+01	-3.00000E+01	-3.44922E+01	-3.27506E+01	-3.75452E+01	-4.20000E+01	-4.46041E+01	-3.98304E+01	-3.45139E+01	-3.08339E+01	-4.16030E+01	-4.79154E+01	-5.04207E+01	-3.49058E+01	-3.66553E+01	-3.64619E+01	-4.07319E+01	-3.48868E+01	-2.96589E+01	-6.79238E+01	-4.56810E+01	-4.49407E+01	-4.75682E+01	-6.75403E+01	-5.86085E+01	-5.96794E+01	-2.49868E+02	-2.84419E+02	-2.39712E+02	-2.94543E+02	-2.94689E+02	-1.49465E+02	-7.29026E+01
-6.53119E+01	-7.17251E+01	-8.42997E+01	-6.97516E+01	-8.98879E+01	-8.93534E+01	-8.97402E+01	-7.41559E+01	-8.96187E+01	-2.64413E+02	-3.49675E+02	-1.99503E+02	-1.39698E+02	-1.49582E+02	-1.79871E+02	-3.19188E+01	-2.64467E+01	-2.62957E+01	-2.99680E+01	-3.40907E+01	-3.28599E+01	-3.73668E+01	-4.19398E+01	-4.45974E+01	-3.96365E+01	-3.45302E+01	-3.06002E+01	-4.13413E+01	-4.78257E+01	-4.99669E+01	-3.48076E+01	-3.66848E+01	-3.61981E+01	-4.05250E+01	-3.46115E+01	-2.96365E+01	-6.77090E+01	-4.55598E+01	-4.47168E+01	-4.75986E+01	-6.73401E+01	-5.88328E+01	-5.94435E+01	-2.50000E+02	-2.84193E+02	-2.39623E+02	-2.94316E+02	-2.94452E+02	-1.49418E+02	-7.27836E+01
-6.22204E+01	-7.14797E+01	-8.39852E+01	-6.95029E+01	-8.96359E+01	-8.90076E+01	-8.95079E+01	-7.39023E+01	-8.94873E+01	-2.64017E+02	-3.49417E+02	-1.99086E+02	-1.39601E+02	-1.49149E+02	-1.79969E+02	-3.17742E+01	-2.63038E+01	-2.63296E+01	-2.98157E+01	-3.37294E+01	-3.29382E+01	-3.72179E+01	-4.17795E+01	-4.46152E+01	-3.95037E+01	-3.43977E+01	-3.02787E+01	-4.11329E+01	-4.76843E+01	-4.94872E+01	-3.46803E+01	-3.67229E+01	-3.59304E+01	-4.02581E+01	-3.42634E+01	-2.94216E+01	-6.73939E+01	-4.53943E+01	-4.43434E+01	-4.77195E+01	-6.70676E+01	-5.89806E+01	-5.91907E+01	-2.49917E+02	-2.84081E+02	-2.39571E+02	-2.94132E+02	-2.94220E+02	-1.49319E+02	-7.26212E+01
-5.91299E+01	-7.11404E+01	-8.37317E+01	-6.92524E+01	-8.93932E+01	-8.87161E+01	-8.93501E+01	-7.37720E+01	-8.92916E+01	-2.63722E+02	-3.49225E+02	-1.98684E+02	-1.39480E+02	-1.48730E+02	-1.80000E+02	-3.15555E+01	-2.61963E+01	-2.64100E+01	-2.95205E+01	-3.35582E+01	-3.29617E+01	-3.71339E+01	-4.15432E+01	-4.45771E+01	-3.94227E+01	-3.41914E+01	-2.99877E+01	-4.10338E+01	-4.75466E+01	-4.90975E+01	-3.45367E+01	-3.67278E+01	-3.57760E+01	-4.00453E+01	-3.40076E+01	-2.90804E+01	-6.70864E+01	-4.52177E+01	-4.39314E+01	-4.78999E+01	-6.67833E+01	-5.89805E+01	-5.89651E+01	-2.49622E+02	-2.84050E+02	-2.39581E+02	-2.93963E+02	-2.94029E+02	-1.49243E+02	-7.24680E+01
-5.60404E+01	-7.08528E+01	-8.36288E+01	-6.89933E+01	-8.92612E+01	-8.85062E+01	-8.93362E+01	-7.37034E+01	-8.91394E+01	-2.63599E+02	-3.49119E+02	-1.98473E+02	-1.39301E+02	-1.48473E+02	-1.79919E+02	-3.13458E+01	-2.62025E+01	-2.64894E+01	-2.91211E+01	-3.36022E+01	-3.29292E+01	-3.70861E+01	-4.13125E+01	-4.44586E+01	-3.93613E+01	-3.40281E+01	-2.98110E+01	-4.10020E+01	-4.74305E+01	-4.88458E+01	-3.43602E+01	-3.66527E+01	-3.57423E+01	-3.99034E+01	-3.39222E+01	-2.87286E+01	-6.68629E+01	-4.50585E+01	-4.35966E+01	-4.80000E+01	-6.65449E+01	-5.88254E+01	-5.87828E+01	-2.49227E+02	-2.84017E+02	-2.39647E+02	-2.93782E+02	-2.93865E+02	-1.49252E+02	-7.23922E+01
-5.29520E+01	-7.06758E+01	-8.36692E+01	-6.86880E+01	-8.91943E+01	-8.83634E+01	-8.94200E+01	-7.35886E+01	-8.90396E+01	-2.63575E+02	-3.49020E+02	-1.98456E+02	-1.39049E+02	-1.48422E+02	-1.79690E+02	-3.11901E+01	-2.62699E+01	-2.65167E+01	-2.87256E+01	-3.37067E+01	-3.28292E+01	-3.70110E+01	-4.11687E+01	-4.43217E+01	-3.92728E+01	-3.39508E+01	-2.97383E+01	-4.09614E+01	-4.73428E+01	-4.86732E+01	-3.41222E+01	-3.65256E+01	-3.57668E+01	-3.97512E+01	-3.39408E+01	-2.84410E+01	-6.67014E+01	-4.49219E+01	-4.33828E+01	-4.79094E+01	-6.63766E+01	-5.85963E+01	-5.86094E+01	-2.48846E+02	-2.83910E+02	-2.39730E+02	-2.93627E+02	-2.93682E+02	-1.49322E+02	-7.24091E+01
-4.98645E+01	-7.05546E+01	-8.37253E+01	-6.83230E+01	-8.90714E+01	-8.82523E+01	-8.94550E+01	-7.33756E+01	-8.89327E+01	-2.63518E+02	-3.48854E+02	-1.98508E+02	-1.38725E+02	-1.48490E+02	-1.79328E+02	-3.10586E+01	-2.62451E+01	-2.64453E+01	-2.84269E+01	-3.36641E+01	-3.26082E+01	-3.68646E+01	-4.11001E+01	-4.42117E+01	-3.90978E+01	-3.39048E+01	-2.97095E+01	-4.08949E+01	-4.72888E+01	-4.84673E+01	-3.38237E+01	-3.63949E+01	-3.57944E+01	-3.95383E+01	-3.39631E+01	-2.82058E+01	-6.65271E+01	-4.47928E+01	-4.32623E+01	-4.76410E+01	-6.62650E+01	-5.83938E+01	-5.83833E+01	-2.48536E+02	-2.83676E+02	-2.39730E+02	-2.93545E+02	-2.93459E+02	-1.49350E+02	-7.24500E+01
-4.67781E+01	-7.04418E+01	-8.36487E+01	-6.79270E+01	-8.88456E+01	-8.81378E+01	-8.93098E+01	-7.31051E+01	-8.88029E+01	-2.63368E+02	-3.48639E+02	-1.98509E+02	-1.38347E+02	-1.48537E+02	-1.78931E+02	-3.09084E+01	-2.60284E+01	-2.62477E+01	-2.82241E+01	-3.34156E+01	-3.22139E+01	-3.66346E+01	-4.09969E+01	-4.40885E+01	-3.88247E+01	-3.38168E+01	-2.96877E+01	-4.08347E+01	-4.72358E+01	-4.81550E+01	-3.35194E+01	-3.62277E+01	-3.57866E+01	-3.93026E+01	-3.39510E+01	-2.79606E+01	-6.63042E+01	-4.46484E+01	-4.31758E+01	-4.72800E+01	-6.62000E+01	-5.82655E+01	-5.80909E+01	-2.48312E+02	-2.83309E+02	-2.39555E+02	-2.93516E+02	-2.93218E+02	-1.49251E+02	-7.24319E+01
