0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
-74.0849,-71.57839361050543,-84.97276336249395,-69.95325167500775,-89.76251319991661,-89.99089890878632,-89.96796734062012,-74.97417295060787,-89.25746119038969,-265.0010148399393,-349.9097212507183,-199.50253265264234,-139.98616594329673,-149.98199176731802,-179.60439891519928,-31.832430104819824,-26.340985448978845,-26.375797750356924,-29.85899733019607,-34.97699233689552,-32.589739504646865,-37.81145431816946,-41.94846016775696,-44.771605697160304,-40.24183755442832,-34.24311219589267,-30.932509674072808,-41.977910482347454,-47.8261028684148,-50.968565391419816,-34.968272955846686,-36.5718653798726,-36.57458602842058,-40.7590413805996,-34.98985050005403,-29.34731928915442,-67.9851881766936,-45.781013996652085,-44.971420221376846,-47.540652670229036,-67.65528204670872,-58.18689239602559,-59.981539791614516,-249.4568537827698,-284.95669738189713,-239.82355951069997,-294.96930953657403,-294.98450838153485,-149.44922755329577,-72.99643501478191
-72.07316215241963,-71.67739670182497,-84.85477996966266,-69.99697930979585,-89.89369186382912,-89.9237080528628,-89.99963700967227,-74.837258655216,-89.39614858631049,-264.9704763709342,-349.9525853397192,-199.65270642420975,-139.9249248157329,-150.0038424938859,-179.63812900958536,-31.885396696767533,-26.4311221997534,-26.363644922181564,-29.93020062630787,-34.85185791867749,-32.633763420846684,-37.72936343781093,-41.978922472061086,-44.694649662122096,-40.10041129707054,-34.350799821996034,-30.9360272427772,-41.86996347696215,-47.89281412814431,-50.81735995158756,-34.962509951294976,-36.61304587738775,-36.6000659245695,-40.79654083398374,-35.004712072675034,-29.48481451029118,-68.00157585238776,-45.758525420556346,-44.99781718703849,-47.561604456661215,-67.64823768569119,-58.330149831637364,-59.89490339559117,-249.59206535326706,-284.76922748127595,-239.8026633116751,-294.83045326456835,-294.90494604517676,-149.45580432471297,-72.97679517488449
-70.06142430483987,-71.75628035865499,-84.71760617033438,-69.98816817195973,-89.97991452412933,-89.80715800052927,-89.98287962919916,-74.65660381238372,-89.5209143875669,-264.8800010560735,-349.9403078580599,-199.73258878020434,-139.85717995437963,-149.96731493412898,-179.69343258275984,-31.930592531112072,-26.492427826657817,-26.339025505317114,-29.980197928173066,-34.674828480943596,-32.69354992945403,-37.63380622216768,-41.999282858620596,-44.63470335648379,-39.950772898708586,-34.452503301839435,-30.9015188956284,-41.733362610025324,-47.92274878193355,-50.620394147293446,-34.93949416727133,-36.639499857970954,-36.55276601707815,-40.78539066524846,-34.96731170327734,-29.599942984005764,-67.9803036762147,-45.72364030035328,-44.98959977203161,-47.56667065832333,-67.60591310876153,-58.48140011586039,-59.78615656251837,-249.74792532309857,-284.5726202566109,-239.7586311475398,-294.6745086875999,-294.7974713122335,-149.4657075449033,-72.94388535464935
-68.04968645726012,-71.7900949225518,-84.55699976117947,-69.92280964081846,-89.99692787065997,-89.64171440731644,-89.91290352854955,-74.44743208233929,-89.60542719789329,-264.72330802996834,-349.8661588097604,-199.713092478327,-139.7878860174548,-149.857748422869,-179.7643787467419,-31.95234382380408,-26.508843656968523,-26.312856654312366,-30.001273604049594,-34.44899728144754,-32.76338667473238,-37.52510399717208,-41.997567680579046,-44.600232726435614,-39.805719315931015,-34.52294096499887,-30.81396685925843,-41.57332551508929,-47.909726608624574,-50.37332606011802,-34.89671767266082,-36.65840069936231,-36.436620036347584,-40.714636522698896,-34.86289932596982,-29.66573799951276,-67.906262794368,-45.66986555548378,-44.92396884065747,-47.56900014576372,-67.52230438591307,-58.63570018338211,-59.65449166962897,-249.89074414857075,-284.3883494895436,-239.70138891988577,-294.5152982962415,-294.6635392619322,-149.46287596358223,-72.8917544193586
-66.03794860968037,-71.75669682445246,-84.3716392009435,-69.80393829168187,-89.93057997075334,-89.43433014892513,-89.79234017624574,-74.23011507422545,-89.62795523083608,-264.50331079954356,-349.7328883757618,-199.57781275469893,-139.72110042526893,-149.6681001193117,-179.84308105961495,-31.936192813384167,-26.471683339463755,-26.29663421002421,-29.984995303766958,-34.18721015380012,-32.8356024567021,-37.408112557992546,-41.96250793812783,-44.59431491666488,-39.6770612098986,-34.54001008639834,-30.666213115524595,-41.40132603982646,-47.85373363054682,-50.07989113578648,-34.83406098648729,-36.67687752392354,-36.26584682952469,-40.58318865477309,-34.68782699852674,-29.659249804389017,-67.77124036492943,-45.59300406328268,-44.784999509215105,-47.5849353214734,-67.39529041938657,-58.784142065500205,-59.501983139123276,-249.9852608100816,-284.23653330882695,-239.64214236968877,-294.36563747393313,-294.5093382055409,-149.43496832994902,-72.81640437376703
-64.02621076210062,-71.6424734871879,-84.16805848462666,-69.6513009724329,-89.79239468541704,-89.20744198098363,-89.64214870208532,-74.0365020285119,-89.57947299185213,-264.24584745634564,-349.5663072754193,-199.34276171617648,-139.65824762568,-149.41086511363844,-179.91703472668613,-31.871574406511424,-26.39099780911309,-26.30253260340117,-29.92127338688235,-33.926009259781885,-32.898117910713665,-37.298309273428174,-41.88518028274284,-44.60646048933529,-39.57369627438128,-34.49084314982006,-30.470906055460638,-41.24338409994073,-47.76951410312768,-49.76360416601794,-34.757043032832,-36.70102247572361,-36.07901254156229,-40.414078222884605,-34.466172811889194,-29.568547685939205,-67.58456096834806,-45.49472303990615,-44.57460792359536,-47.63702724542319,-67.23244658932191,-58.908189172163674,-59.337769200054225,-249.99426216784613,-284.1328629748414,-239.59482607966478,-294.23501902471935,-294.352001845582,-149.37975718015164,-72.71912148876368
-62.014472914520866,-71.45845159820801,-83.96525747439316,-69.48598177685106,-89.61778638230906,-88.98588823425993,-89.4938870237001,-73.88992393111201,-89.47489834260064,-263.9927619369899,-349.40130723094103,-199.0562698462896,-139.59409466047939,-149.11880809235996,-179.97364338690792,-31.76112155700856,-26.294251520030326,-26.333895615236738,-29.800443053337702,-33.710932681523516,-32.94156866790337,-37.21025608720788,-41.76546895842156,-44.61511949865016,-39.496963126817356,-34.384958613233024,-30.2570744641469,-41.122858992413846,-47.674616289243176,-49.45740623938813,-34.671262977986274,-36.72492400920828,-35.91589573532387,-40.24139781498622,-34.24191893816933,-29.401613217978824,-67.3719754475948,-45.38248618759093,-44.315706221975574,-47.730808599376026,-67.04830652030181,-58.98571407476476,-59.174434130284666,-249.90310861184116,-284.0771940595182,-239.56965281000248,-294.12073736763415,-294.2058852164512,-149.31228493206612,-72.60992843019096
-60.00273506694111,-71.23676663276221,-83.79092568813218,-69.32276907090828,-89.45272832039285,-88.79046552119841,-89.38145378003682,-73.79840490104692,-89.34601493410396,-263.78855939351416,-349.2693404099921,-198.7834441147779,-139.51879441041888,-148.83721818196778,-180.00064309272207,-31.619919929169445,-26.216745376284795,-26.385058025694264,-29.617486905565134,-33.58271419592936,-32.96082139837011,-37.151740754303155,-41.61350674411878,-44.596592477083,-39.441954536218205,-34.24983656382534,-30.060493623067625,-41.05183373588907,-47.58362320110093,-49.19386854676105,-34.57943182774418,-36.733425865591755,-35.80594300555742,-40.096801850550335,-34.06340472176327,-29.182782894408927,-67.16658142775982,-45.2667266884397,-44.04410320489186,-47.85038165677381,-66.8610621538776,-58.997507852569974,-59.02434106573251,-249.72112767017651,-284.0552165250828,-239.57180229614974,-294.01167525841873,-294.0787773193938,-149.25743222485045,-72.50599248876854
-57.99099721936091,-71.02276696151863,-83.6741660135142,-69.15985968893729,-89.3313574489754,-88.62940227201136,-89.3282526000707,-73.74531479556117,-89.22781181483117,-263.6580843619114,-349.1789271228804,-198.58033482999375,-139.42199777040616,-148.6114965924406,-179.98555766840684,-31.473416660823144,-26.185398746479216,-26.44218207567243,-29.380494838863395,-33.554687311550886,-32.956247050450926,-37.11529724919184,-41.452331792818754,-44.54052257713701,-39.399927426214205,-34.121882694236035,-29.90810707633754,-41.01861227663857,-47.50097605304515,-48.98995417635886,-34.47711876386814,-36.70937833144619,-35.75228017863308,-39.98814751374336,-33.95765632696155,-28.946568841802254,-66.99358704638402,-45.156240560461995,-43.795071278686926,-47.953823058262095,-66.68798150730814,-58.93839072658214,-58.89373901312444,-249.48124424799312,-284.04230146305,-239.5999170781393,-293.8967899302286,-293.9677298558707,-149.23577740260524,-72.42868026193875
-55.979259371781154,-70.84825688019002,-83.6284597599844,-68.98780773798053,-89.25959688770858,-88.50281485968178,-89.33727006798647,-73.70188221128383,-89.13705652710344,-263.59797877254886,-349.11728888601806,-198.47104958500054,-139.2967341047599,-148.4700821831358,-179.91596232049454,-31.342180686476485,-26.20364073089953,-26.490607031633612,-29.112844235538844,-33.60438957473251,-32.927983230687296,-37.085074585445646,-41.30866053739494,-44.455826320760494,-39.360000435209045,-34.02577945917505,-29.808711525613862,-41.00145926330192,-47.428455983542314,-48.84194536719137,-34.356149918687464,-36.65049827380253,-35.74243884141332,-39.900769323303706,-33.92190910502666,-28.722179363019503,-66.85930968205483,-45.055598890551835,-43.59118541164667,-48.00022050678534,-66.5408839263543,-58.821233944411375,-58.77947021874005,-249.21903281428774,-284.01580676672853,-239.64871443799203,-293.77848588511483,-293.8616947180408,-149.25303972215508,-72.39173711946954
