0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
-25.80319165808396,-214.7613146286763,-218.25986603653743,-198.7678455035199,-177.70652049479213,-184.5327456654153,-185.2503359932409,-137.8847060432451,-247.7862208151896,-188.4256322031041,-242.15205160463162,-172.48651459340184,-186.22206949556585,-168.2798760373318,-179.01495481034684,-143.63001560049375,-138.63721625446337,-149.38686568480725,-163.72366452387848,-152.88479328406407,-139.98687510626567,-133.64313236453884
-23.79145381050421,-214.87928773942693,-217.76065234989812,-197.80297949499356,-178.44592632630497,-184.23942071494102,-182.92794101652092,-138.18618045473076,-246.87770933475917,-187.76058742004727,-241.22756249933295,-172.85845700620507,-186.62101207439946,-168.43235521248022,-179.1654559497841,-144.34052213532917,-137.12242323492472,-148.17633513364515,-163.6026698370721,-152.47479843369135,-139.76766368962598,-133.72432913738706
-21.779715962924456,-214.17490114625227,-217.9220763816601,-197.7460688910913,-179.45047409834146,-184.3050556255552,-182.65353336970557,-138.31044520959753,-246.23116569244578,-187.55495586159032,-240.13243413672717,-173.01919365105383,-185.5883658322379,-168.15218712221062,-178.64539713239273,-144.9535849109264,-136.74600876543045,-147.66670580859338,-163.39532043315472,-152.28946637335272,-140.40215076256888,-133.8398021504682
-19.767978115344704,-214.28874674109855,-218.7528350932534,-199.14598030324592,-179.07219234538934,-183.9980670122365,-186.14164675197043,-138.11602540117255,-246.16400350580085,-188.33936380939593,-240.0736377601698,-173.00239630319743,-183.54537463586723,-167.29610042482636,-178.014320347208,-144.2042113726627,-137.96940319611159,-148.6611316892256,-163.43064726462111,-152.6014659929016,-140.70834015411702,-134.11576614885223
-17.75624026776495,-212.9104656204848,-218.3291373881091,-200.36265137014905,-178.10777460270683,-185.2980146166592,-186.24980523211207,-138.0649771280021,-247.0917749942326,-188.93192913342764,-240.3013508134399,-173.9264446317735,-184.54770001343798,-167.28009976470938,-178.36415380167213,-143.1101538034907,-138.27312850863797,-149.94854044303392,-162.7737451712354,-152.86739916785893,-140.2767207645919,-133.86144419931995
-15.7445024201852,-211.69285020294737,-217.71884630944905,-199.46587565084212,-177.8942429324138,-185.75638304392288,-184.26184570180965,-138.34530395453604,-247.97302377013483,-188.39736830867042,-240.61698327830518,-173.5310393797523,-186.0540484581877,-167.24778508435122,-178.2138305623999,-143.02757386251702,-138.43850885694945,-149.6726643179096,-162.45279570958635,-152.63204218138767,-139.6166887995534,-133.30375578049137
-13.732764572604992,-212.2571321534885,-218.2318127892201,-196.83737169521868,-178.8782215826688,-183.85606790413635,-183.61075930586046,-138.72996922915394,-247.99245844418158,-187.2268952981813,-240.91478129382836,-171.21447682071334,-185.33148242977146,-166.79380763166776,-177.1081374403749,-143.9542920265906,-139.48913857545216,-147.74428454721658,-163.03417656235513,-152.0165464002683,-139.57192194381875,-133.0206683067985
-11.72102672502524,-212.5952106682888,-218.88168684832118,-196.66890408271558,-179.62366177796994,-183.444298724951,-183.67549208852543,-138.59256799676564,-247.92843319274843,-187.79887753549738,-240.7629686679778,-171.75725911242313,-185.0456751023313,-168.01684229427192,-178.20983818365247,-143.56677396156527,-139.82756428070206,-147.39103705801912,-162.68216206167142,-151.93632662744042,-140.6577699899113,-133.26696322766261
-9.709288877445488,-212.58116350181177,-218.8229916515934,-197.5075959356574,-179.3183556099166,-184.0596250134298,-183.5686217072143,-138.1643609595259,-247.5317577247743,-188.42191611913313,-240.9845516821936,-172.83661797494895,-185.17449133483396,-168.84641283256386,-179.15815974680373,-142.72134980530544,-138.25513014589683,-148.0963411514892,-162.14460809593297,-151.95467795364016,-141.40696835686802,-133.22454214601333
-7.6975510298657355,-212.7490067675523,-218.11486212932533,-196.99125416005822,-178.1266869495321,-184.00567794172923,-183.09486759581497,-137.88637269507257,-246.60013452554176,-187.17519004401933,-241.87678359464763,-171.4160040711347,-184.8289757009108,-167.33172966426784,-177.3672595634538,-143.0846419843722,-135.6433114879112,-147.8414042833884,-162.66009055573514,-151.50579774620965,-140.93472863682106,-132.49693449455424
-5.685813182285983,-212.373947930874,-218.09037321002657,-197.68787306159987,-177.28775163806623,-184.55117748721568,-183.2032645493486,-137.5522127952771,-246.3273984258404,-186.55921355408478,-241.27665377456574,-171.68010187731207,-185.02018129682745,-166.7911921501805,-176.51233249832526,-143.9233750572607,-136.07706002221275,-146.39602066941842,-163.13572236006,-151.3648242004258,-141.62383925473623,-132.60527756306362
-3.674075334706231,-211.23625900024044,-217.37320159290783,-197.84470611495138,-177.23369809804254,-184.3663418736585,-183.0956858568381,-136.70414418394157,-246.09809216771035,-186.4555502110299,-239.8943620798977,-172.25399786405472,-184.98311755973353,-166.51700158771533,-175.89420524843416,-144.04498409074972,-137.8450778100696,-145.10469186650556,-162.75573586700526,-151.05204444718882,-141.77728795962486,-132.12407608747827
-1.6623374871264787,-210.03439793989554,-214.98583117231522,-195.39458756993622,-177.41734136245333,-182.0019402539125,-181.8790718559282,-135.2662606415019,-244.70078866761406,-185.88374180920496,-239.30458169096406,-169.96815327097036,-183.72733579453063,-164.75623096154803,-173.738882957334,-142.73422115681515,-137.29006235823843,-145.23472820135657,-161.6497700261322,-150.20242402761394,-139.19811779083437,-129.8316187389579
0.34940036045372835,-210.529476384211,-215.36544153757916,-195.29025014524646,-176.53628436702195,-180.52787114689454,-181.46102305154616,-134.4067486585688,-242.80530902714438,-186.75993974730565,-238.21972311725344,-167.79232717062305,-182.93949765719972,-164.6271208906632,-173.7969903669436,-140.8301958533197,-136.01219824024398,-145.73848328847163,-161.3195910119552,-150.84277555680785,-137.65308940273485,-129.96666657053854
2.3611382080334806,-211.78647287474942,-218.00908757178726,-197.20617273675794,-176.16567302767797,-181.45956528687918,-182.5960720649069,-135.15455317313246,-242.90534612571662,-188.57494031371724,-237.89138984160135,-168.85539811552098,-183.06945654825554,-166.03165321173026,-175.70428730332657,-140.6117504269199,-136.01698879213708,-146.59934839662048,-162.00136197705822,-151.26696941443342,-138.31332097239442,-132.02561414459876
4.372876055613233,-211.82913323235198,-219.01171949157012,-197.51363006617095,-178.05460308005448,-183.75838309658658,-184.3439014024386,-137.3707003223001,-246.23268805742967,-189.3086805066024,-239.88924501082118,-172.87127540729614,-183.50487658477144,-166.6838382587069,-176.66014584170134,-143.22102299879901,-137.83431529469158,-148.01262187262668,-162.7232978015256,-150.23161847461594,-139.70804748670133,-132.51204202614068
6.384613903192985,-211.87767988010546,-217.35528506201703,-196.9202184709861,-178.0803607010947,-184.00171866125987,-184.39445743122653,-138.30334204928425,-247.16719536840728,-188.8692643353839,-240.29930491914263,-171.81962626508226,-184.14268394957034,-166.65908916516037,-177.59178606902367,-144.00213311446677,-138.6816353337461,-147.85325255789039,-162.30176861439884,-155.12328640284383,-140.40174231094392,-131.505264564884
8.396351750772737,-212.46601402310364,-215.67824820108603,-196.60335737848914,-176.8783763236956,-182.86486696942495,-183.38131378216585,-137.9124813479886,-245.90534980632535,-187.88271052438486,-239.44098256447688,-169.89994192363397,-184.82362357763463,-166.8237904617693,-178.1500089106986,-143.16061777395797,-138.18196529954653,-146.9129916149069,-161.77314672303356,-139.83655418861537,-140.358262189162,-130.5940875524815
10.40808959835249,-212.95063406702533,-217.20271729005415,-197.1543559191713,-178.205606462975,-183.4996138006887,-183.65823368897367,-138.07984974737255,-246.68220834697928,-187.23564277521353,-240.56716599031034,-170.86251909837196,-185.2526243677626,-167.7424161428212,-177.27042382406387,-144.3099596645023,-138.02839869467675,-147.64017877275842,-162.9470970668188,-80.05970768381468,-140.55735795733625,-131.40223566788075
12.419827445932242,-212.50012775613413,-218.12229132078417,-198.18240590694435,-179.34182616248282,-184.2796533840128,-184.12037585243925,-137.93450950783145,-246.8200301010274,-187.6646160011972,-241.55479532510734,-139.17350921987318,-185.1631878947887,-168.02326074176634,-177.2445992707822,-145.29948326457355,-138.14496800676915,-148.32688209629384,-163.69811630950747,-59.68896992110097,-141.38393363692953,-133.21247252373098
14.431565293512449,-211.87907913779677,-217.48357258307402,-198.5265822739573,-179.24069026747785,-184.67172206365905,-184.15958916314068,-137.55941695910377,-246.00151065309922,-188.86666340643416,-241.48154696063773,-107.27539161709466,-185.0370363393636,-168.2270642173391,-178.3109779623027,-144.61612485889913,-138.16139324187296,-148.08504212646292,-163.4029791976307,-97.80157658059623,-142.04043186316403,-134.39778882086483
16.4433031410922,-212.64050116063885,-217.85531144264257,-197.42072507673558,-179.47897607519332,-185.6145728070104,-184.18827348534077,-138.1430903948583,-246.73102283880735,-189.68445416530525,-241.50605572791054,-145.8307068885707,-185.65695695924555,-169.8658485930909,-178.5079168954067,-143.04704326830367,-137.9729852012292,-147.7148236455506,-163.33804528733293,-136.19995297955268,-141.32923543202085,-133.78506330297694
18.455040988671954,-213.14582481893356,-218.65295155961172,-197.77603471844944,-179.88241532711018,-185.4991578016962,-183.7390780742559,-139.10183978344753,-247.48628216752434,-189.46052673678125,-241.6755183763894,-179.47013587179634,-186.11153811526427,-169.0594155004438,-178.0057698534736,-142.95751802213655,-138.05605526252958,-147.91105383135863,-163.10156744393555,-153.67977059620924,-140.512120615785,-133.52181580009875
20.466778836251706,-212.63821853837186,-218.57691427225387,-198.80393342735198,-179.5133190146732,-184.50514011327147,-183.09513926479747,-139.17564734095745,-247.16220423208756,-188.2489013554412,-241.374421355835,-172.8658745619687,-185.6575112783561,-166.66921806265978,-177.39132904434,-143.80854357763735,-137.71929825791918,-148.35530358045747,-162.44365021708109,-153.38554182423405,-140.11191325488375,-134.07131690070406
22.478516683831458,-212.0130125183685,-217.08818222359437,-196.5458447814954,-177.89237553908163,-184.79872353676237,-183.31044482045127,-137.65814194697083,-246.42959682795546,-186.8493667858537,-240.2395810290378,-168.8589675003954,-184.64105956918323,-168.27729493361008,-177.113217930129,-142.68718098212696,-135.86414965480992,-148.04522326117393,-161.96136505833286,-151.24546590860962,-139.5232851526869,-133.66080578730464
24.49025453141121,-211.06531777102393,-216.45372931515428,-196.11842389569904,-178.07033006917678,-185.14560730338516,-183.9323289305394,-137.44250204042928,-246.55295241574467,-186.59130363459656,-240.84545208020484,-171.85978701215583,-185.30025458481597,-169.8508823094509,-177.7822906907072,-142.48863210618063,-136.19838158222464,-147.75995663130286,-163.03301860124938,-151.57298629731974,-139.95691743067022,-133.15204502430552
26.501992378990963,-210.6951353208966,-217.50876921588218,-198.68357577743637,-179.89125907458748,-185.23828026751,-184.27621853224397,-138.75103672806068,-247.71144430183048,-187.60138206886793,-242.89812684185364,-174.8922796179864,-186.9657803466958,-168.8555709860373,-178.7359874601927,-144.08202792208488,-138.48432845148255,-147.9719171154585,-164.9041876067892,-152.88838064608325,-141.1438342883056,-133.09438313237334
28.513730226570715,-212.67658317422985,-218.5045676083289,-198.48342097364267,-179.18623934051706,-186.53564454818164,-184.07353874988863,-138.13151943269781,-248.58649015589035,-188.43919541710952,-242.48914889527651,-174.01577597956359,-185.96136803203598,-168.02212679283664,-178.21902876690123,-144.35451582948824,-137.50169990067621,-148.03317879999273,-164.66547250052108,-152.26447154682404,-140.89885524606473,-132.8482141374719
30.525468074150922,-213.70763144219097,-218.93030380813306,-197.59084382603928,-178.7020211949361,-186.747106975589,-183.74393344597468,-137.41900302777262,-248.07779090253112,-188.26803656481383,-241.3482943145551,-172.20914857124362,-185.56262779085358,-168.52425574929876,-177.46047173056107,-144.25983372631418,-137.32595347411498,-147.00306649437698,-163.58181425644895,-152.9316047993298,-140.39998824250557,-132.99925408938034
32.537205921730674,-212.69774268550196,-218.7878361678483,-197.82030074312797,-179.90239681341598,-184.95082480527287,-183.95780780779606,-137.93849944099668,-246.42683616439382,-187.26573714337985,-241.05685559116614,-171.89329097629889,-186.77713158559106,-169.64685885902335,-177.22971797818096,-144.39819983403683,-139.76848004985268,-145.8107608016178,-163.20245077893713,-155.006336775266,-140.31921472988617,-133.6224148698796
34.548943769310426,-213.17942182168773,-218.22426484298848,-197.11882700791526,-179.68288125940055,-183.78179954325006,-185.11526047427125,-138.02110161964237,-245.57375592124907,-186.69922704793873,-240.4602919679169,-171.75480059241727,-185.2190774853463,-169.41194476341693,-176.632420841889,-143.2582545930327,-139.86689227718722,-147.2589294349192,-163.39250832128823,-152.77608088260877,-139.52435931810075,-133.6804934140599
36.56068161689018,-212.86912281298558,-218.03232098363145,-196.40937597083885,-179.152909427194,-184.5133440184971,-185.74354564718305,-138.34396356480715,-247.2780893000277,-187.8792912171263,-240.26114689349015,-172.2636800148241,-184.05491278148,-168.72168157225198,-177.54983535422798,-142.21786237879985,-138.99856809956577,-148.89403950250298,-163.98798593343105,-150.0559851581711,-140.4730022890183,-133.5468618445424
38.57241946446993,-210.6430856456331,-218.0039949878635,-196.33014361911307,-179.03395383841016,-185.73080677977907,-185.02420504851221,-138.99466074714383,-249.93142860247764,-189.38157471913837,-240.65071520368824,-172.92430264201806,-185.35486240265215,-168.55159390744902,-179.8262927034108,-142.6350065474686,-138.73111588336528,-148.34976653854423,-164.24871014781388,-150.5711215864606,-142.91450289927084,-133.26482721834574
40.58415731204968,-210.34308590418996,-216.48980775919395,-195.50897698203366,-177.21892368159456,-183.85505257301622,-184.18244926619099,-138.0178949479468,-248.17901478924514,-186.8277293713447,-240.16313060998942,-171.23038301230898,-185.22180428052116,-168.23457427965192,-179.16967544656555,-143.7682023103902,-137.18859791707803,-146.8510328583623,-162.95737483181688,-151.9626162860472,-141.3136693589892,-131.95616675952684
42.595895159629436,-211.34384056009998,-215.48263668400088,-195.6813110365177,-175.67927082234962,-182.6866285145874,-183.62724853880792,-136.70510282863276,-246.11923827128757,-185.0702833016719,-240.21968394869438,-170.11617316605938,-184.21864200746856,-167.58576051751058,-177.1735376056041,-143.4627915819185,-135.77399933788413,-146.65217000797975,-162.33003330963103,-153.06192882107717,-138.9132518462727,-132.36459801935254
44.60763300720964,-211.84597938367713,-216.42820123534014,-197.3747924122741,-176.136701104946,-184.86867921505888,-183.22455074545772,-136.71794933064294,-247.38902929101334,-187.476483665863,-241.33917685718183,-171.819371988527,-184.2189205645622,-166.8497829899399,-176.57880530858,-141.57649145678616,-136.34807790576437,-148.0362093645002,-163.35872986267702,-153.38306638976593,-139.2927219003289,-134.82941491933153
46.619370854789395,-211.85445936823012,-217.17490951797004,-197.1578684266197,-176.78577547529505,-185.7474903098493,-182.7981017611252,-137.67086319744513,-247.79678104973223,-188.2576984307729,-240.7320641612855,-173.28750366047586,-185.33903617921865,-166.55088135698927,-177.1654144886823,-141.81591650635926,-138.5056317490958,-147.83118484724494,-162.83169074436844,-152.5397002999318,-139.79531939961166,-133.7442803771545
48.63110870236915,-211.95156883711311,-217.6837666790826,-197.0940032967878,-177.7851571855593,-185.1690207353272,-183.27485596540114,-138.74803522087205,-247.33203354709534,-187.68622869289916,-240.4938237583659,-173.51709476546856,-186.06761683408843,-167.32299957123027,-177.5378084030153,-142.97204847655047,-139.37104914544392,-147.1702557693334,-162.47008927801804,-152.09491729574924,-140.19430933919782,-132.4236262333617
50.6428465499489,-212.24060855877036,-218.07779990981317,-198.8489145107626,-178.95897713102386,-184.7538178677556,-184.37877214236912,-138.86946780115701,-247.5120578901596,-187.69060659894754,-241.86995763548714,-172.9510478473187,-185.1419266490424,-168.65811538884367,-176.9090304290151,-142.8974758585652,-137.87485719039404,-147.35701775691237,-163.7609462983703,-152.6174907417362,-140.6679624831823,-133.94944366546093
52.65458439752865,-211.70219988553413,-216.7429985218469,-198.2150148167029,-177.80276193966262,-184.50870264448295,-183.0500284713022,-137.0253389379789,-247.95032100897734,-186.98824057062546,-240.2364469112838,-172.26186043387835,-183.33184418426143,-168.107683065197,-176.40423710665195,-142.58893565734658,-138.01714435631928,-146.05622551091048,-163.1170770988331,-151.38978353919055,-139.58346972057964,-132.70614973404707
54.666322245108404,-210.9948892717881,-215.03785797121694,-195.98628697024057,-176.8260116239565,-184.13095075078886,-181.8257850889686,-135.62556393949595,-247.34616101292562,-186.82317878289302,-238.12025270736368,-171.24629792729795,-182.9342949005902,-166.445237230939,-176.19956612932634,-141.9596279180519,-138.52131118374314,-145.43604472281814,-161.65716706009013,-150.27095230515886,-138.42825337735405,-131.1037965328659
56.678060092688156,-210.76110196239165,-214.66926399402098,-194.96021316038812,-178.2463918858637,-183.2995708529426,-183.20489701509706,-136.56112453579968,-245.232673685549,-187.86769649348446,-239.1753718720752,-169.99953959595786,-184.42398708259833,-165.47589698765108,-176.08620000810225,-141.02125541349906,-137.08280760182987,-147.06634914705936,-161.6876461577179,-151.2470179530622,-138.70153990638698,-132.68179586277307
58.68979794026836,-209.7511958814766,-214.471762730832,-195.35282518853293,-177.94933904596886,-181.99338577173825,-183.1173543263589,-136.84934721475446,-243.690310820229,-186.670717116149,-240.39486734778788,-170.14450288347663,-183.44890743816293,-165.20949366586865,-176.33729573800184,-141.40082609636633,-135.94553667284418,-146.1246619188548,-161.90036107274165,-151.11288548596295,-138.26063751742782,-133.17381980011265
60.701535787848115,-209.5201367515824,-214.4486230365822,-195.32148891022922,-177.0969382012451,-182.25917071884552,-182.41854919259,-136.10141379794857,-244.252182206899,-185.1411005441701,-240.1066304452354,-171.5075267654074,-181.90712678140477,-166.123603209162,-176.50444819240536,-141.5882397835635,-135.8880588754108,-144.91135268928713,-161.64170518706925,-150.473432281984,-137.5563167101647,-132.42477593074187
62.71327363542787,-211.1424042742722,-215.0320493840859,-194.01685885745263,-177.9061409733099,-184.80893083640217,-183.10089110008272,-135.73034624135877,-246.29757450375726,-186.056376195383,-238.78742672190901,-172.58106093394198,-182.97289554855746,-167.86918022175757,-176.4142678406011,-140.10766613666695,-136.56881148879634,-147.0104075060035,-161.06779120716942,-151.24556678453948,-138.04677427890468,-132.16543226873313
64.72501148300762,-210.6853420569359,-215.5297821931397,-195.01389857867255,-176.84269064809655,-184.7884563482112,-181.97801787487202,-136.60084756386786,-245.84263950931665,-186.12019981042235,-238.61937997566469,-171.8036428790216,-183.34153656273114,-167.46941303262432,-177.43532987546143,-140.08609925072255,-137.84264880174507,-147.9951134965739,-160.67045780872965,-152.1095666263486,-139.16183617202967,-131.399232752827
